,,,,,0,1,2
Carr,267,10,20,40,10.142087500000061,0.0,131.25502347946167
Extensive,268,10,20,5,4.6,4.400000000000001,0.029999971389770508
Peleg,268,10,20,5,6.800000000000003,0.0,0.0020051002502441406
Carr,268,10,20,5,6.491200000000002,0.0,0.0675053596496582
Extensive,269,10,20,10,5.1,5.099999999999998,0.04699993133544922
Peleg,269,10,20,10,7.099999999999991,0.0,0.004998922348022461
Carr,269,10,20,10,5.099999999999998,0.0,0.5285818576812744
Extensive,270,10,20,20,6.8262,6.516074999999994,0.12400007247924805
Peleg,270,10,20,20,7.444049999999983,0.0,0.012999773025512695
Carr,270,10,20,20,10.620250000000016,0.0,7.437113523483276
Extensive,271,10,20,40,6.988150000000003,6.726300000000037,0.623999834060669
Peleg,271,10,20,40,7.675000000000042,0.0,0.0625162124633789
Carr,271,10,20,40,9.942087500000056,0.0,136.97856831550598
Extensive,272,10,20,5,4.6000000000000005,4.4,0.05300021171569824
Peleg,272,10,20,5,5.000000000000002,0.0,0.0030074119567871094
Carr,272,10,20,5,8.291200000000002,0.0,0.1750335693359375
Extensive,273,10,20,10,5.975333333333333,5.799999999999995,0.04900002479553223
Peleg,273,10,20,10,5.975333333333332,0.0,0.0030088424682617188
Carr,273,10,20,10,8.737666666666655,0.0,0.41806793212890625
Extensive,274,10,20,20,7.250000000000002,6.89999999999998,0.2220001220703125
Peleg,274,10,20,20,7.94999999999998,0.0,0.010007143020629883
Carr,274,10,20,20,12.296450000000025,0.0,7.258875846862793
Extensive,275,10,20,40,7.175000000000003,7.175000000000003,0.5899999141693115
Peleg,275,10,20,40,7.775000000000043,0.0,0.05101442337036133
Carr,275,10,20,40,9.203937500000054,0.0,124.56116724014282
Extensive,276,10,20,5,4.6000000000000005,4.400000000000002,0.014000177383422852
Peleg,276,10,20,5,4.800000000000002,0.0,0.0010001659393310547
Carr,276,10,20,5,6.382400000000002,0.0,0.04800152778625488
Extensive,277,10,20,10,5.013000000000001,5.013000000000001,0.04699993133544922
Peleg,277,10,20,10,5.012999999999998,0.0,0.003999471664428711
Carr,277,10,20,10,5.950666666666663,0.0,0.33515453338623047
Extensive,278,10,20,20,6.594050000000001,6.272024999999995,0.1359999179840088
Peleg,278,10,20,20,7.89999999999998,0.0,0.012007474899291992
Carr,278,10,20,20,10.620250000000024,0.0,5.441779851913452
Extensive,279,10,20,40,7.525000000000004,7.46578750000004,0.8259999752044678
Peleg,279,10,20,40,7.750000000000043,0.0,0.0540006160736084
Carr,279,10,20,40,11.34602500000006,0.0,126.59268403053284
Extensive,280,10,20,5,3.2,3.2,0.023000001907348633
Peleg,280,10,20,5,3.2000000000000006,0.0,0.0010089874267578125
Carr,280,10,20,5,5.091200000000002,0.0,0.04420351982116699
Extensive,281,10,20,10,6.0,5.799999999999998,0.05200004577636719
Peleg,281,10,20,10,6.699999999999992,0.0,0.005011320114135742
Carr,281,10,20,10,5.999999999999995,0.0,0.7764379978179932
Extensive,282,10,20,20,7.344050000000002,7.344050000000001,0.24000000953674316
Peleg,282,10,20,20,8.249999999999982,0.0,0.011999368667602539
Carr,282,10,20,20,11.064300000000017,0.0,6.669944524765015
Extensive,283,10,20,40,7.175000000000004,7.134212500000044,0.6210000514984131
Peleg,283,10,20,40,7.415787500000034,0.0,0.053008079528808594
Carr,283,10,20,40,9.685512500000057,0.0,128.25314593315125
Extensive,284,10,20,5,5.6,5.400000000000002,0.04699993133544922
Peleg,284,10,20,5,7.400000000000004,0.0,0.0020008087158203125
Carr,284,10,20,5,9.491199999999997,0.0,0.10650849342346191
Extensive,285,10,20,10,4.837666666666666,4.8376666666666654,0.05299997329711914
Peleg,285,10,20,10,5.037666666666665,0.0,0.005001544952392578
Carr,285,10,20,10,4.8376666666666654,0.0,0.6922054290771484
Extensive,286,10,20,20,7.000000000000003,6.794049999999993,0.11400008201599121
Peleg,286,10,20,20,7.1380999999999855,0.0,0.011001110076904297
Carr,286,10,20,20,9.882150000000003,0.0,6.014001846313477
Extensive,287,10,20,40,7.356575000000003,7.0032875000000425,0.5709998607635498
Peleg,287,10,20,40,8.11578750000005,0.0,0.04253363609313965
Carr,287,10,20,40,10.94866250000006,0.0,108.81300926208496
Extensive,288,10,20,5,6.199999999999998,5.9008,0.05299997329711914
Peleg,288,10,20,5,8.200000000000003,0.0,0.0019996166229248047
Carr,288,10,20,5,11.982399999999995,0.0,0.08052563667297363
Extensive,289,10,20,10,6.0,5.999999999999999,0.1119999885559082
Peleg,289,10,20,10,6.099999999999994,0.0,0.0049991607666015625
Carr,289,10,20,10,5.999999999999995,0.0,0.7448716163635254
Extensive,290,10,20,20,7.4440500000000025,7.099999999999984,0.17299985885620117
Peleg,290,10,20,20,8.199999999999982,0.0,0.012001514434814453
Carr,290,10,20,20,9.882150000000003,0.0,5.622873544692993
Extensive,291,10,20,40,7.525000000000003,7.39736250000004,0.5259997844696045
Peleg,291,10,20,40,7.9500000000000455,0.0,0.040003299713134766
Carr,291,10,20,40,9.33815000000006,0.0,105.59000492095947
Extensive,292,10,20,5,3.9999999999999996,3.9999999999999996,0.012000083923339844
Peleg,292,10,20,5,4.000000000000001,0.0,0.002000093460083008
Carr,292,10,20,5,5.891200000000001,0.0,0.07451796531677246
Extensive,293,10,20,10,6.637666666666666,6.437666666666667,0.07700014114379883
Peleg,293,10,20,10,7.5753333333333295,0.0,0.003999471664428711
Carr,293,10,20,10,12.25066666666665,0.0,0.5481588840484619
Extensive,294,10,20,20,5.0381,4.7974249999999925,0.07500004768371582
Peleg,294,10,20,20,5.638099999999991,0.0,0.01000833511352539
Carr,294,10,20,20,5.038099999999993,0.0,3.4871771335601807
Extensive,295,10,20,40,7.047362500000003,6.88025625000001,0.46900010108947754
Peleg,295,10,20,40,8.200000000000049,0.0,0.04099893569946289
Carr,295,10,20,40,10.326300000000058,0.0,83.52560091018677
Extensive,296,10,20,5,1.0,1.0,0.023000001907348633
Peleg,296,10,20,5,1.0,0.0,0.0019998550415039062
Carr,296,10,20,5,2.8912000000000004,0.0,0.05000472068786621
Extensive,297,10,20,10,5.3999999999999995,5.399999999999999,0.0279998779296875
Peleg,297,10,20,10,5.6376666666666635,0.0,0.0029997825622558594
Carr,297,10,20,10,6.337666666666662,0.0,0.28556013107299805
Extensive,298,10,20,20,7.044050000000001,6.714683333333318,0.16499996185302734
Peleg,298,10,20,20,7.494049999999982,0.0,0.009999513626098633
Carr,298,10,20,20,11.364300000000021,0.0,3.756072759628296
Extensive,299,10,20,40,7.275000000000004,7.275000000000004,0.8359999656677246
Peleg,299,10,20,40,7.378937500000024,0.0,0.03852510452270508
Carr,299,10,20,40,10.27630000000006,0.0,83.86363983154297
Extensive,300,10,3,5,6.3999999999999995,6.3999999999999995,0.01900005340576172
Peleg,300,10,3,5,31.853511111111114,0.0,0.0010268688201904297
Carr,300,10,3,5,6.400000000000003,0.0,0.05095410346984863
Extensive,301,10,3,5,5.6,5.6,0.009999990463256836
Peleg,301,10,3,5,9.954222222222223,0.0,0.0010166168212890625
Carr,301,10,3,5,5.600000000000002,0.0,0.019690990447998047
Extensive,302,10,3,10,7.399999999999999,7.399999999999999,0.010999917984008789
Peleg,302,10,3,10,14.712888888888893,0.0,0.0020530223846435547
Carr,302,10,3,10,7.39999999999999,0.0,0.14296245574951172
Extensive,303,10,3,20,8.000000000000002,7.7559722222222245,0.016000032424926758
Peleg,303,10,3,20,17.709027777777784,0.0,0.004102468490600586
Carr,303,10,3,20,7.99999999999998,0.0,1.5680031776428223
Extensive,304,10,3,40,8.375000000000004,8.375000000000004,0.013000011444091797
Peleg,304,10,3,40,16.07715555555557,0.0,0.010881900787353516
Carr,304,10,3,40,8.375000000000052,0.0,16.327693223953247
Extensive,305,10,3,5,6.999999999999999,6.999999999999999,0.009000062942504883
Peleg,305,10,3,5,23.890133333333335,0.0,0.0010297298431396484
Carr,305,10,3,5,7.0000000000000036,0.0,0.037134408950805664
Extensive,306,10,3,10,6.799999999999999,6.799999999999999,0.009999990463256836
Peleg,306,10,3,10,18.391111111111112,0.0,0.0010304450988769531
Carr,306,10,3,10,6.799999999999992,0.0,0.16757774353027344
Extensive,307,10,3,20,7.897777777777775,7.897777777777775,0.008999824523925781
Peleg,307,10,3,20,12.649305555555557,0.0,0.003238201141357422
Carr,307,10,3,20,7.897777777777767,0.0,0.83599853515625
Extensive,308,10,3,40,8.15120555555556,8.151205555555546,0.014999866485595703
Peleg,308,10,3,40,16.328361111111125,0.0,0.012526512145996094
Carr,308,10,3,40,8.1512055555556,0.0,14.078510522842407
Extensive,309,10,3,5,7.6,7.6,0.01399993896484375
Peleg,309,10,3,5,19.908444444444445,0.0,0.0
Carr,309,10,3,5,7.600000000000004,0.0,0.028132200241088867
Extensive,310,10,3,10,8.199999999999998,8.199999999999998,0.009999990463256836
Peleg,310,10,3,10,9.558666666666655,0.0,0.0020728111267089844
Carr,310,10,3,10,8.199999999999987,0.0,0.15404224395751953
Extensive,311,10,3,20,7.750000000000002,7.750000000000002,0.009999990463256836
Peleg,311,10,3,20,19.732916666666675,0.0,0.006231784820556641
Carr,311,10,3,20,8.04999999999998,0.0,1.9860780239105225
Extensive,312,10,3,40,8.025000000000004,8.025000000000004,0.01100015640258789
Peleg,312,10,3,40,17.584388888888896,0.0,0.013535022735595703
Carr,312,10,3,40,8.025000000000047,0.0,24.667572736740112
Extensive,313,10,3,5,7.6,7.6,0.009999990463256836
Peleg,313,10,3,5,19.908444444444445,0.0,0.0
Carr,313,10,3,5,7.600000000000004,0.0,0.10765385627746582
Extensive,314,10,3,10,8.399999999999999,8.399999999999999,0.009999990463256836
Peleg,314,10,3,10,11.954222222222224,0.0,0.0015478134155273438
Carr,314,10,3,10,8.399999999999986,0.0,0.10269355773925781
Extensive,315,10,3,20,8.000000000000002,8.000000000000002,0.009999990463256836
Peleg,315,10,3,20,19.226944444444452,0.0,0.004201650619506836
Carr,315,10,3,20,7.99999999999998,0.0,2.1878929138183594
Extensive,316,10,3,40,8.050000000000002,8.050000000000002,0.009999990463256836
Peleg,316,10,3,40,19.59403333333333,0.0,0.016082048416137695
Carr,316,10,3,40,8.050000000000047,0.0,31.506051063537598
Extensive,317,10,3,5,2.2,2.2,0.011999845504760742
Peleg,317,10,3,5,9.954222222222223,0.0,0.0
Carr,317,10,3,5,2.1999999999999997,0.0,0.017040491104125977
Extensive,318,10,3,10,7.899999999999999,7.899999999999999,0.009999990463256836
Peleg,318,10,3,10,19.310666666666666,0.0,0.0020029544830322266
Carr,318,10,3,10,7.899999999999988,0.0,0.20138049125671387
Extensive,319,10,3,20,8.200000000000003,8.200000000000003,0.009999990463256836
Peleg,319,10,3,20,17.709027777777784,0.0,0.0019991397857666016
Carr,319,10,3,20,8.199999999999982,0.0,2.2334184646606445
Extensive,320,10,3,40,7.7500000000000036,7.749999999999991,0.014999866485595703
Peleg,320,10,3,40,19.09162222222222,0.0,0.01444697380065918
Carr,320,10,3,40,7.750000000000043,0.0,31.502923011779785
Extensive,321,10,3,5,7.0,7.0,0.03500008583068848
Peleg,321,10,3,5,9.954222222222223,0.0,0.0
Carr,321,10,3,5,7.0000000000000036,0.0,0.04978013038635254
Extensive,322,10,3,10,5.6195555555555545,5.6195555555555545,0.017999887466430664
Peleg,322,10,3,10,14.712888888888893,0.0,0.009514093399047852
Carr,322,10,3,10,5.619555555555551,0.0,0.2581517696380615
Extensive,323,10,3,20,8.200000000000001,8.161944444444437,0.03300023078918457
Peleg,323,10,3,20,16.69708333333334,0.0,0.017999649047851562
Carr,323,10,3,20,8.161944444444428,0.0,3.688427686691284
Extensive,324,10,3,40,8.000000000000004,8.000000000000004,0.04800009727478027
Peleg,324,10,3,40,16.830772222222233,0.0,0.02757096290588379
Carr,324,10,3,40,8.000000000000046,0.0,47.724685192108154
Extensive,325,10,3,5,6.8,6.8,0.023999929428100586
Peleg,325,10,3,5,11.945066666666667,0.0,0.0010073184967041016
Carr,325,10,3,5,6.800000000000003,0.0,0.03504490852355957
Extensive,326,10,3,10,7.919555555555556,7.919555555555556,0.026000022888183594
Peleg,326,10,3,10,16.552000000000003,0.0,0.0020074844360351562
Carr,326,10,3,10,7.919555555555546,0.0,0.4865422248840332
Extensive,327,10,3,20,7.850000000000001,7.850000000000001,0.015000104904174805
Peleg,327,10,3,20,21.756805555555566,0.0,0.015553951263427734
Carr,327,10,3,20,7.84999999999998,0.0,3.818453311920166
Extensive,328,10,3,40,7.400000000000005,7.099999999999993,0.032000064849853516
Peleg,328,10,3,40,25.87417222222218,0.0,0.06752920150756836
Carr,328,10,3,40,7.400000000000038,0.0,158.97460007667542
Extensive,329,10,3,5,7.990844444444445,7.990844444444445,0.021000146865844727
Peleg,329,10,3,5,15.926755555555557,0.0,0.0010004043579101562
Carr,329,10,3,5,7.9908444444444475,0.0,0.05760812759399414
Extensive,330,10,3,10,6.199999999999999,6.199999999999999,0.02200007438659668
Peleg,330,10,3,10,11.034666666666668,0.0,0.0010001659393310547
Carr,330,10,3,10,6.199999999999994,0.0,0.255143404006958
Extensive,331,10,3,20,7.500000000000002,7.499999999999997,0.0279998779296875
Peleg,331,10,3,20,14.673194444444448,0.0,0.005998849868774414
Carr,331,10,3,20,7.499999999999981,0.0,2.980191707611084
Extensive,332,10,3,40,8.650000000000002,8.601205555555552,0.01699995994567871
Peleg,332,10,3,40,13.565100000000012,0.0,0.0312502384185791
Carr,332,10,3,40,8.650000000000055,0.0,36.33939790725708
Extensive,333,10,3,5,8.0,8.0,0.03099989891052246
Peleg,333,10,3,5,15.926755555555557,0.0,0.0010073184967041016
Carr,333,10,3,5,8.000000000000004,0.0,0.05001258850097656
Extensive,334,10,3,10,7.5,7.5,0.01900005340576172
Peleg,334,10,3,10,16.552000000000003,0.0,0.0
Carr,334,10,3,10,7.499999999999989,0.0,0.39363646507263184
Extensive,335,10,3,20,8.200000000000001,8.200000000000001,0.02200007438659668
Peleg,335,10,3,20,16.191111111111116,0.0,0.006010532379150391
Carr,335,10,3,20,8.199999999999982,0.0,4.010078191757202
Extensive,336,10,3,40,7.850000000000004,7.850000000000004,0.024000167846679688
Peleg,336,10,3,40,21.60367777777776,0.0,0.03312802314758301
Carr,336,10,3,40,7.850000000000044,0.0,82.14114475250244
Extensive,337,10,3,5,7.6,7.6,0.016000032424926758
Peleg,337,10,3,5,21.89928888888889,0.0,0.0009999275207519531
Carr,337,10,3,5,7.600000000000004,0.0,0.07032084465026855
Extensive,338,10,3,10,7.399999999999999,7.399999999999999,0.016000032424926758
Peleg,338,10,3,10,9.195555555555556,0.0,0.0
Carr,338,10,3,10,7.39999999999999,0.0,0.17315268516540527
Extensive,339,10,3,20,7.000000000000002,7.000000000000002,0.03399991989135742
Peleg,339,10,3,20,24.28666666666668,0.0,0.021134376525878906
Carr,339,10,3,20,6.999999999999983,0.0,7.113364219665527
Extensive,340,10,3,40,7.9156722222222236,7.620177777777785,0.05300021171569824
Peleg,340,10,3,40,12.811483333333344,0.0,0.015944719314575195
Carr,340,10,3,40,7.91567222222225,0.0,36.61019253730774
Extensive,341,10,3,5,8.190844444444444,8.190844444444444,0.021000146865844727
Peleg,341,10,3,5,15.926755555555557,0.0,0.0010077953338623047
Carr,341,10,3,5,8.19084444444445,0.0,0.0438084602355957
Extensive,342,10,3,10,6.299999999999999,6.000000000000001,0.03500008583068848
Peleg,342,10,3,10,8.678222222222216,0.0,0.0
Carr,342,10,3,10,6.499999999999993,0.0,1.369978904724121
Extensive,343,10,3,20,7.8000000000000025,7.8000000000000025,0.01699995994567871
Peleg,343,10,3,20,16.191111111111116,0.0,0.0059964656829833984
Carr,343,10,3,20,7.79999999999998,0.0,3.4049124717712402
Extensive,344,10,3,40,8.55,8.55,0.017999887466430664
Peleg,344,10,3,40,14.31871666666668,0.0,0.010999917984008789
Carr,344,10,3,40,8.550000000000054,0.0,39.10046315193176
Extensive,345,10,3,5,8.0,8.0,0.014999866485595703
Peleg,345,10,3,5,10.563377777777777,0.0,0.0
Carr,345,10,3,5,8.000000000000004,0.0,0.06259489059448242
Extensive,346,10,3,10,7.6,7.6,0.015000104904174805
Peleg,346,10,3,10,18.391111111111112,0.0,0.01563715934753418
Carr,346,10,3,10,7.599999999999989,0.0,0.48464012145996094
Extensive,347,10,3,20,8.100000000000003,8.1,0.016000032424926758
Peleg,347,10,3,20,16.191111111111116,0.0,0.015722990036010742
Carr,347,10,3,20,8.09999999999998,0.0,2.9084115028381348
Extensive,348,10,3,40,8.175000000000002,8.175000000000002,0.032000064849853516
Peleg,348,10,3,40,18.338005555555558,0.0,0.03134441375732422
Carr,348,10,3,40,8.175000000000049,0.0,57.97386693954468
Extensive,349,10,3,5,7.6000000000000005,7.6000000000000005,0.03000020980834961
Peleg,349,10,3,5,13.935911111111112,0.0,0.0010004043579101562
Carr,349,10,3,5,7.600000000000004,0.0,0.05255007743835449
Extensive,350,10,3,10,7.699999999999999,7.699999999999999,0.032000064849853516
Peleg,350,10,3,10,17.471555555555558,0.0,0.0
Carr,350,10,3,10,7.699999999999989,0.0,0.48558783531188965
Extensive,351,10,3,20,7.961944444444446,7.700000000000003,0.026999950408935547
Peleg,351,10,3,20,16.69708333333334,0.0,0.0030765533447265625
Carr,351,10,3,20,9.867916666666675,0.0,3.916801929473877
Extensive,352,10,3,40,7.850000000000004,7.824999999999999,0.021000146865844727
Peleg,352,10,3,40,20.598855555555545,0.0,0.03126883506774902
Carr,352,10,3,40,7.850000000000044,0.0,69.29216265678406
Extensive,353,10,3,5,6.4,6.4,0.028999805450439453
Peleg,353,10,3,5,14.745066666666666,0.0,0.0020363330841064453
Carr,353,10,3,5,6.400000000000003,0.0,0.08740758895874023
Extensive,354,10,3,10,7.899999999999999,7.899999999999999,0.016000032424926758
Peleg,354,10,3,10,17.471555555555558,0.0,0.01563286781311035
Carr,354,10,3,10,7.899999999999988,0.0,0.3951857089996338
Extensive,355,10,3,20,8.500000000000002,8.500000000000002,0.0279998779296875
Peleg,355,10,3,20,14.167222222222225,0.0,0.0040705204010009766
Carr,355,10,3,20,8.499999999999986,0.0,3.4971225261688232
Extensive,356,10,3,40,8.275000000000002,8.275000000000002,0.016000032424926758
Peleg,356,10,3,40,16.57956666666668,0.0,0.030917644500732422
Carr,356,10,3,40,8.27500000000005,0.0,54.45802903175354
Extensive,357,10,3,5,6.390844444444445,6.390844444444443,0.003999948501586914
Peleg,357,10,3,5,11.945066666666667,0.0,0.0
Carr,357,10,3,5,6.390844444444446,0.0,0.04910588264465332
Extensive,358,10,3,10,8.399999999999999,8.399999999999999,0.04399991035461426
Peleg,358,10,3,10,11.034666666666668,0.0,0.002000093460083008
Carr,358,10,3,10,8.399999999999986,0.0,0.23082685470581055
Extensive,359,10,3,20,7.850000000000001,7.850000000000001,0.009999990463256836
Peleg,359,10,3,20,14.673194444444448,0.0,0.004838705062866211
Carr,359,10,3,20,7.84999999999998,0.0,3.912318229675293
Extensive,360,10,3,40,7.725000000000004,7.725000000000004,0.018000125885009766
Peleg,360,10,3,40,22.859705555555532,0.0,0.04030609130859375
Carr,360,10,3,40,7.725000000000042,0.0,94.50252747535706
Extensive,361,10,5,5,7.8,7.8,0.019999980926513672
Peleg,361,10,5,5,10.987199999999993,0.0,0.0019998550415039062
Carr,361,10,5,5,7.800000000000004,0.0,0.08932685852050781
Extensive,362,10,5,10,7.1,7.1,0.026999950408935547
Peleg,362,10,5,10,24.017066666666675,0.0,0.00599217414855957
Carr,362,10,5,10,7.39999999999999,0.0,0.673790693283081
Extensive,363,10,5,20,7.650000000000002,7.3,0.020999908447265625
Peleg,363,10,5,20,21.78662222222221,0.0,0.015626192092895508
Carr,363,10,5,20,7.349999999999982,0.0,10.140686511993408
Extensive,364,10,5,40,8.200000000000003,7.924999999999992,0.014999866485595703
Peleg,364,10,5,40,15.846833333333315,0.0,0.03591656684875488
Carr,364,10,5,40,8.175000000000049,0.0,114.81188225746155
Extensive,365,10,5,5,1.8,1.8,0.016000032424926758
Peleg,365,10,5,5,1.7999999999999998,0.0,0.0
Carr,365,10,5,5,3.7936000000000014,0.0,0.06296133995056152
Extensive,366,10,5,10,6.999999999999999,6.999999999999999,0.032000064849853516
Peleg,366,10,5,10,14.13733333333332,0.0,0.0
Carr,366,10,5,10,6.999999999999991,0.0,0.7142941951751709
Extensive,367,10,5,20,6.600000000000001,6.6000000000000005,0.042999982833862305
Peleg,367,10,5,20,23.207488888888875,0.0,0.013908624649047852
Carr,367,10,5,20,6.5999999999999845,0.0,7.47530198097229
Extensive,368,10,5,40,7.800000000000004,7.5,0.032000064849853516
Peleg,368,10,5,40,19.921733333333336,0.0,0.06288552284240723
Carr,368,10,5,40,7.800000000000043,0.0,125.95828914642334
Extensive,369,10,5,5,6.200000000000001,6.200000000000001,0.032000064849853516
Peleg,369,10,5,5,8.787199999999999,0.0,0.0
Carr,369,10,5,5,6.800000000000003,0.0,0.04727673530578613
Extensive,370,10,5,10,8.123733333333332,8.000000000000004,0.04699993133544922
Peleg,370,10,5,10,8.442399999999996,0.0,0.0
Carr,370,10,5,10,9.523733333333318,0.0,0.2988250255584717
Extensive,371,10,5,20,7.447244444444445,7.447244444444445,0.031999826431274414
Peleg,371,10,5,20,16.57677777777777,0.0,0.01565098762512207
Carr,371,10,5,20,7.4472444444444275,0.0,3.3497705459594727
Extensive,372,10,5,40,7.127666666666667,7.127666666666667,0.04699993133544922
Peleg,372,10,5,40,11.092783333333328,0.0,0.015633821487426758
Carr,372,10,5,40,7.1276666666666815,0.0,39.44227361679077
Extensive,373,10,5,5,6.000000000000001,5.999999999999999,0.016000032424926758
Peleg,373,10,5,5,9.968,0.0,0.0
Carr,373,10,5,5,7.993600000000004,0.0,0.04730868339538574
Extensive,374,10,5,10,7.5,7.5,0.0280001163482666
Peleg,374,10,5,10,7.723733333333326,0.0,0.0
Carr,374,10,5,10,7.499999999999989,0.0,0.5029163360595703
Extensive,375,10,5,20,7.400000000000002,7.4,0.04700016975402832
Peleg,375,10,5,20,17.997644444444436,0.0,0.015721559524536133
Carr,375,10,5,20,7.399999999999982,0.0,5.480950117111206
Extensive,376,10,5,40,7.788833333333336,7.411066666666668,0.04699993133544922
Peleg,376,10,5,40,14.488533333333319,0.0,0.04757285118103027
Carr,376,10,5,40,7.788833333333361,0.0,50.935686111450195
Extensive,377,10,5,5,5.800000000000001,5.800000000000001,0.016000032424926758
Peleg,377,10,5,5,11.568,0.0,0.0
Carr,377,10,5,5,5.8000000000000025,0.0,0.06275010108947754
Extensive,378,10,5,10,6.647466666666666,6.500000000000001,0.04699993133544922
Peleg,378,10,5,10,6.647466666666663,0.0,0.0
Carr,378,10,5,10,6.647466666666663,0.0,0.3295555114746094
Extensive,379,10,5,20,7.600000000000002,7.600000000000001,0.031000137329101562
Peleg,379,10,5,20,19.4185111111111,0.0,0.015625476837158203
Carr,379,10,5,20,7.599999999999981,0.0,7.972069263458252
Extensive,380,10,5,40,7.975000000000003,7.601383333333331,0.031000137329101562
Peleg,380,10,5,40,17.884283333333325,0.0,0.047544002532958984
Carr,380,10,5,40,7.925000000000045,0.0,49.31800842285156
Extensive,381,10,5,5,7.9872,7.7872,0.015000104904174805
Peleg,381,10,5,5,7.987200000000003,0.0,0.0
Carr,381,10,5,5,9.980799999999995,0.0,0.06295490264892578
Extensive,382,10,5,10,6.799999999999999,6.799999999999999,0.037999868392944336
Peleg,382,10,5,10,10.566133333333328,0.0,0.0
Carr,382,10,5,10,6.799999999999992,0.0,0.6637973785400391
Extensive,383,10,5,20,7.700000000000001,7.450000000000002,0.04699993133544922
Peleg,383,10,5,20,19.4185111111111,0.0,0.015628337860107422
Carr,383,10,5,20,7.699999999999981,0.0,6.424410104751587
Extensive,384,10,5,40,8.402766666666672,8.32915,0.04700016975402832
Peleg,384,10,5,40,12.224699999999991,0.0,0.031152009963989258
Carr,384,10,5,40,8.402766666666716,0.0,49.69395589828491
Extensive,385,10,5,5,6.800000000000001,6.800000000000001,0.03899979591369629
Peleg,385,10,5,5,9.180799999999998,0.0,0.001007080078125
Carr,385,10,5,5,6.800000000000003,0.0,0.09378242492675781
Extensive,386,10,5,10,7.1,6.999999999999999,0.03500008583068848
Peleg,386,10,5,10,7.271199999999993,0.0,0.0
Carr,386,10,5,10,7.099999999999991,0.0,0.7573521137237549
Extensive,387,10,5,20,7.641733333333335,7.3500000000000005,0.05200004577636719
Peleg,387,10,5,20,12.314177777777775,0.0,0.014610767364501953
Carr,387,10,5,20,7.641733333333324,0.0,3.304041624069214
Extensive,388,10,5,40,7.775000000000004,7.449999999999994,0.016000032424926758
Peleg,388,10,5,40,19.016199999999998,0.0,0.025315046310424805
Carr,388,10,5,40,7.55138333333337,0.0,115.83820176124573
Extensive,389,10,5,5,6.6,6.6,0.016000032424926758
Peleg,389,10,5,5,11.1808,0.0,0.0
Carr,389,10,5,5,6.600000000000003,0.0,0.15723919868469238
Extensive,390,10,5,10,7.999999999999999,7.999999999999999,0.032000064849853516
Peleg,390,10,5,10,7.999999999999988,0.0,0.0
Carr,390,10,5,10,7.999999999999988,0.0,0.40907907485961914
Extensive,391,10,5,20,7.900000000000001,7.600000000000001,0.04800009727478027
Peleg,391,10,5,20,16.57677777777777,0.0,0.01572895050048828
Carr,391,10,5,20,8.249999999999982,0.0,5.544694185256958
Extensive,392,10,5,40,7.450000000000005,7.189575000000001,0.03099989891052246
Peleg,392,10,5,40,22.63833333333335,0.0,0.055169105529785156
Carr,392,10,5,40,7.450000000000038,0.0,119.80129957199097
Extensive,393,10,5,5,5.800000000000001,5.800000000000001,0.021000146865844727
Peleg,393,10,5,5,8.200000000000003,0.0,0.0020024776458740234
Carr,393,10,5,5,5.8000000000000025,0.0,0.08092594146728516
Extensive,394,10,5,10,8.1712,7.799999999999999,0.05099987983703613
Peleg,394,10,5,10,12.008533333333332,0.0,0.003044605255126953
Carr,394,10,5,10,9.62373333333332,0.0,0.2401440143585205
Extensive,395,10,5,20,7.200000000000003,7.200000000000003,0.010999917984008789
Peleg,395,10,5,20,10.059844444444453,0.0,0.02000594139099121
Carr,395,10,5,20,7.199999999999982,0.0,15.81521725654602
Extensive,396,10,5,40,7.750000000000004,7.399999999999993,0.032000064849853516
Peleg,396,10,5,40,19.921733333333336,0.0,0.06289076805114746
Carr,396,10,5,40,7.55000000000004,0.0,121.68798351287842
Extensive,397,10,5,5,7.6,7.300800000000001,0.03800010681152344
Peleg,397,10,5,5,23.923200000000005,0.0,0.0
Carr,397,10,5,5,7.400000000000004,0.0,0.08523321151733398
Extensive,398,10,5,10,6.823733333333333,6.823733333333333,0.03099989891052246
Peleg,398,10,5,10,9.237333333333334,0.0,0.0
Carr,398,10,5,10,6.823733333333325,0.0,0.22700977325439453
Extensive,399,10,5,20,7.2236222222222235,7.2236222222222235,0.03900003433227539
Peleg,399,10,5,20,8.512600000000003,0.0,0.008482217788696289
Carr,399,10,5,20,7.223622222222205,0.0,4.169513702392578
Extensive,400,10,5,40,7.775000000000004,7.511066666666667,0.04699993133544922
Peleg,400,10,5,40,12.90384999999999,0.0,0.01569390296936035
Carr,400,10,5,40,7.775000000000043,0.0,48.17595100402832
Extensive,401,10,5,5,7.3999999999999995,7.393600000000002,0.0279998779296875
Peleg,401,10,5,5,9.987200000000003,0.0,0.0
Carr,401,10,5,5,7.400000000000004,0.0,0.06323909759521484
Extensive,402,10,5,10,7.699999999999999,7.699999999999999,0.017999887466430664
Peleg,402,10,5,10,9.071199999999989,0.0,0.0
Carr,402,10,5,10,7.699999999999989,0.0,0.5006051063537598
Extensive,403,10,5,20,7.84448888888889,7.650000000000003,0.034999847412109375
Peleg,403,10,5,20,11.651577777777785,0.0,0.01408529281616211
Carr,403,10,5,20,7.844488888888875,0.0,5.636760950088501
Extensive,404,10,5,40,5.4083000000000006,5.4083000000000006,0.04699993133544922
