,,,,,0,1,2
Carr,540,10,15,40,10.88073333333341,0.0,224.52287220954895
Extensive,541,10,20,5,1.2,1.2,0.026000022888183594
Peleg,541,10,20,5,1.2,0.0,0.016645193099975586
Carr,541,10,20,5,3.0912000000000006,0.0,0.12400007247924805
Extensive,542,10,20,10,6.3,5.999999999999994,0.12000012397766113
Peleg,542,10,20,10,6.299999999999994,0.0,0.00800013542175293
Carr,542,10,20,10,9.037666666666654,0.0,1.6180338859558105
Extensive,543,10,20,20,6.944050000000001,6.944050000000001,0.46900010108947754
Peleg,543,10,20,20,7.349999999999982,0.0,0.03124237060546875
Carr,543,10,20,20,8.838099999999992,0.0,21.200793981552124
Extensive,544,10,20,40,7.365787500000003,7.365787500000003,1.1440000534057617
Peleg,544,10,20,40,8.150000000000048,0.0,0.056049346923828125
Carr,544,10,20,40,10.201300000000055,0.0,265.7410018444061
Extensive,545,10,20,5,6.199999999999999,6.000000000000002,0.10199999809265137
Peleg,545,10,20,5,7.600000000000004,0.0,0.002999544143676758
Carr,545,10,20,5,9.891199999999996,0.0,0.18619608879089355
Extensive,546,10,20,10,5.999999999999999,5.899999999999995,0.18000006675720215
Peleg,546,10,20,10,7.39999999999999,0.0,0.01652669906616211
Carr,546,10,20,10,5.999999999999995,0.0,2.0800211429595947
Extensive,547,10,20,20,6.3,6.204766666666645,0.2070000171661377
Peleg,547,10,20,20,7.79999999999998,0.0,0.026863813400268555
Carr,547,10,20,20,6.299999999999986,0.0,16.100536108016968
Extensive,548,10,20,40,7.6039375000000025,7.6039375,1.0870001316070557
Peleg,548,10,20,40,7.635512500000034,0.0,0.0461421012878418
Carr,548,10,20,40,11.032875000000066,0.0,208.97537446022034
Extensive,549,10,20,5,5.199999999999999,5.000000000000001,0.09300017356872559
Peleg,549,10,20,5,6.000000000000003,0.0,0.017999649047851562
Carr,549,10,20,5,6.600000000000003,0.0,0.4598808288574219
Extensive,550,10,20,10,7.0,6.999999999999998,0.2820000648498535
Peleg,550,10,20,10,7.175333333333328,0.0,0.0
Carr,550,10,20,10,8.299999999999986,0.0,1.485335350036621
Extensive,551,10,20,20,7.100000000000002,6.894049999999984,0.437999963760376
Peleg,551,10,20,20,7.299999999999982,0.0,0.018585920333862305
Carr,551,10,20,20,9.088099999999995,0.0,19.690818071365356
Extensive,552,10,20,40,7.156575000000004,7.07696875000004,1.0120000839233398
Peleg,552,10,20,40,7.156575000000032,0.0,0.06649541854858398
Carr,552,10,20,40,9.353937500000061,0.0,332.3482370376587
Extensive,553,10,20,5,3.2000000000000006,3.2000000000000006,0.03500008583068848
Peleg,553,10,20,5,6.0912000000000015,0.0,0.0
Carr,553,10,20,5,5.091200000000002,0.0,0.09435415267944336
Extensive,554,10,20,10,5.437666666666667,5.275333333333324,0.10900020599365234
Peleg,554,10,20,10,5.437666666666667,0.0,0.0
Carr,554,10,20,10,5.437666666666667,0.0,1.0707144737243652
Extensive,555,10,20,20,4.6381,4.6381,0.1359999179840088
Peleg,555,10,20,20,5.676199999999992,0.0,0.031250953674316406
Carr,555,10,20,20,4.6380999999999935,0.0,11.465965509414673
Extensive,556,10,20,40,7.265787500000004,7.265787500000004,1.3519999980926514
Peleg,556,10,20,40,7.515787500000041,0.0,0.1225423812866211
Carr,556,10,20,40,8.92893750000005,0.0,361.6571276187897
Extensive,557,10,20,5,5.8,5.6000000000000005,0.07800006866455078
Peleg,557,10,20,5,6.600000000000003,0.0,0.0
Carr,557,10,20,5,9.691199999999997,0.0,0.15362191200256348
Extensive,558,10,20,10,6.637666666666666,6.499999999999993,0.1359999179840088
Peleg,558,10,20,10,7.899999999999988,0.0,0.0
Carr,558,10,20,10,7.575333333333326,0.0,1.2273075580596924
Extensive,559,10,20,20,6.500000000000002,6.226199999999985,0.5240001678466797
Peleg,559,10,20,20,7.499999999999981,0.0,0.027997970581054688
Carr,559,10,20,20,9.382150000000003,0.0,18.24233651161194
Extensive,560,10,20,40,7.225000000000003,7.225000000000003,1.0510001182556152
Peleg,560,10,20,40,7.531575000000037,0.0,0.0982518196105957
Carr,560,10,20,40,9.651300000000049,0.0,342.48658204078674
Extensive,561,10,20,5,4.2,4.2,0.05299997329711914
Peleg,561,10,20,5,5.8000000000000025,0.0,0.015636205673217773
Carr,561,10,20,5,6.0912000000000015,0.0,0.21854329109191895
Extensive,562,10,20,10,6.799999999999999,6.699999999999992,0.25500011444091797
Peleg,562,10,20,10,7.599999999999989,0.0,0.015537261962890625
Carr,562,10,20,10,8.099999999999987,0.0,1.8610455989837646
Extensive,563,10,20,20,6.900000000000002,6.744049999999985,0.4829998016357422
Peleg,563,10,20,20,6.949999999999983,0.0,0.03127765655517578
Carr,563,10,20,20,8.588099999999988,0.0,30.25697135925293
Extensive,564,10,20,40,6.944725000000002,6.719706250000071,0.8660001754760742
Peleg,564,10,20,40,6.981537500000006,0.0,0.061981916427612305
Carr,564,10,20,40,12.493387500000068,0.0,197.4159655570984
Extensive,565,10,20,5,5.200000000000001,5.200000000000001,0.10100007057189941
Peleg,565,10,20,5,5.200000000000002,0.0,0.015626192092895508
Carr,565,10,20,5,7.200000000000004,0.0,0.33950233459472656
Extensive,566,10,20,10,6.275333333333332,6.018833333333328,0.06299996376037598
Peleg,566,10,20,10,6.337666666666662,0.0,0.0
Carr,566,10,20,10,12.350666666666646,0.0,1.4204957485198975
Extensive,567,10,20,20,6.800000000000001,6.499999999999985,0.3359999656677246
Peleg,567,10,20,20,7.4499999999999815,0.0,0.032762765884399414
Carr,567,10,20,20,8.938099999999995,0.0,21.738029956817627
Extensive,568,10,20,40,6.465787500000003,6.465787500000003,0.9709999561309814
Peleg,568,10,20,40,6.765787500000025,0.0,0.09089922904968262
Carr,568,10,20,40,8.694725000000043,0.0,665.4057519435883
Extensive,569,10,20,5,3.8912,3.8912,0.031000137329101562
Peleg,569,10,20,5,3.8912000000000004,0.0,0.0
Carr,569,10,20,5,5.782400000000001,0.0,0.14133715629577637
Extensive,570,10,20,10,5.699999999999999,5.668833333333329,0.14300012588500977
Peleg,570,10,20,10,7.737666666666659,0.0,0.0056476593017578125
Carr,570,10,20,10,5.699999999999996,0.0,0.7586925029754639
Extensive,571,10,20,20,6.6881,6.381549999999994,0.2630000114440918
Peleg,571,10,20,20,7.332149999999986,0.0,0.03338217735290527
Carr,571,10,20,20,9.970250000000007,0.0,37.60215735435486
Extensive,572,10,20,40,7.3750000000000036,7.3750000000000036,1.2999999523162842
Peleg,572,10,20,40,7.800000000000043,0.0,0.06427001953125
Carr,572,10,20,40,9.328937500000055,0.0,269.6042106151581
Extensive,573,10,20,5,1.4,1.4,0.054000139236450195
Peleg,573,10,20,5,1.7999999999999998,0.0,0.0
Carr,573,10,20,5,3.291200000000001,0.0,0.11924076080322266
Extensive,574,10,20,10,6.3999999999999995,6.099999999999994,0.15200018882751465
Peleg,574,10,20,10,6.437666666666659,0.0,0.0
Carr,574,10,20,10,9.437666666666649,0.0,1.2693774700164795
Extensive,575,10,20,20,6.700000000000002,6.3880999999999855,0.41700005531311035
Peleg,575,10,20,20,7.099999999999983,0.0,0.02593708038330078
Carr,575,10,20,20,11.064300000000024,0.0,14.565674066543579
Extensive,576,10,20,40,7.847362500000004,7.657893750000034,1.0829999446868896
Peleg,576,10,20,40,8.05657500000004,0.0,0.052675485610961914
Carr,576,10,20,40,11.214450000000069,0.0,274.93949031829834
Extensive,577,10,20,5,4.6000000000000005,4.4672,0.0989999771118164
Peleg,577,10,20,5,6.600000000000003,0.0,0.0030007362365722656
Carr,577,10,20,5,6.491200000000002,0.0,0.1798534393310547
Extensive,578,10,20,10,4.875333333333333,4.875333333333333,0.09999990463256836
Peleg,578,10,20,10,5.737666666666663,0.0,0.0
Carr,578,10,20,10,5.812999999999999,0.0,0.6931841373443604
Extensive,579,10,20,20,6.176199999999999,6.104175,0.3789999485015869
Peleg,579,10,20,20,6.176199999999991,0.0,0.02023792266845703
Carr,579,10,20,20,10.720250000000025,0.0,15.038555383682251
Extensive,580,10,20,40,7.7065750000000035,7.481575000000048,1.4849998950958252
Peleg,580,10,20,40,8.075000000000047,0.0,0.07885956764221191
Carr,580,10,20,40,9.935512500000057,0.0,326.98612213134766
Extensive,581,10,20,5,5.0,5.0,0.10500001907348633
Peleg,581,10,20,5,5.200000000000002,0.0,0.004000663757324219
Carr,581,10,20,5,8.291200000000002,0.0,0.23116016387939453
Extensive,582,10,20,10,6.475333333333333,6.275000000000001,0.1809999942779541
Peleg,582,10,20,10,6.637666666666663,0.0,0.008718729019165039
Carr,582,10,20,10,11.112999999999985,0.0,1.6156346797943115
Extensive,583,10,20,20,7.18215,7.122024999999985,0.502000093460083
Peleg,583,10,20,20,7.89999999999998,0.0,0.015958786010742188
Carr,583,10,20,20,10.176200000000016,0.0,18.581533670425415
Extensive,584,10,20,40,7.292087500000001,7.292087500000001,0.9709999561309814
Peleg,584,10,20,40,7.553937500000035,0.0,0.07945871353149414
Carr,584,10,20,40,12.70917500000007,0.0,183.8289806842804
Extensive,585,10,20,5,1.7999999999999998,1.7999999999999998,0.051000118255615234
Peleg,585,10,20,5,1.7999999999999998,0.0,0.0030002593994140625
Carr,585,10,20,5,3.691200000000001,0.0,0.11799025535583496
Extensive,586,10,20,10,6.199999999999999,6.099999999999994,0.15699982643127441
Peleg,586,10,20,10,6.8999999999999915,0.0,0.0
Carr,586,10,20,10,7.137666666666657,0.0,1.7865979671478271
Extensive,587,10,20,20,6.700000000000002,6.700000000000001,0.4550001621246338
Peleg,587,10,20,20,7.499999999999981,0.0,0.028021812438964844
Carr,587,10,20,20,8.932149999999996,0.0,32.04233932495117
Extensive,588,10,20,40,6.963150000000003,6.749331250000047,0.9010000228881836
Peleg,588,10,20,40,7.775000000000043,0.0,0.08285212516784668
Carr,588,10,20,40,10.042087500000056,0.0,430.8617694377899
Extensive,589,10,20,5,5.600000000000001,5.400000000000002,0.1119999885559082
Peleg,589,10,20,5,6.400000000000003,0.0,0.0
Carr,589,10,20,5,7.200000000000004,0.0,0.2853231430053711
Extensive,590,10,20,10,6.9,6.66883333333333,0.1510000228881836
Peleg,590,10,20,10,6.8999999999999915,0.0,0.015650033950805664
Carr,590,10,20,10,8.199999999999987,0.0,1.8885369300842285
Extensive,591,10,20,20,6.250000000000001,6.216074999999986,0.3469998836517334
Peleg,591,10,20,20,7.144049999999984,0.0,0.03772449493408203
Carr,591,10,20,20,6.249999999999986,0.0,21.312834978103638
Extensive,592,10,20,40,7.413150000000003,7.413150000000003,1.0199999809265137
Peleg,592,10,20,40,7.413150000000036,0.0,0.07762026786804199
Carr,592,10,20,40,11.048662500000066,0.0,187.58320450782776
Extensive,593,10,20,5,6.200000000000001,6.0912000000000015,0.06000018119812012
Peleg,593,10,20,5,6.400000000000003,0.0,0.015703201293945312
Carr,593,10,20,5,10.691199999999993,0.0,0.1378650665283203
Extensive,594,10,20,10,5.6,5.499999999999996,0.12600016593933105
Peleg,594,10,20,10,5.599999999999996,0.0,0.0
Carr,594,10,20,10,6.537666666666659,0.0,1.1585302352905273
Extensive,595,10,20,20,6.750000000000002,6.622024999999986,0.5120000839233398
Peleg,595,10,20,20,7.299999999999982,0.0,0.028075695037841797
Carr,595,10,20,20,9.082149999999999,0.0,29.716264486312866
Extensive,596,10,20,40,7.015787500000003,6.855218013932683,0.9149999618530273
Peleg,596,10,20,40,7.340787500000038,0.0,0.06918787956237793
Carr,596,10,20,40,11.355237500000063,0.0,265.0436944961548
Extensive,597,10,20,5,5.4,5.4,0.10199999809265137
Peleg,597,10,20,5,7.200000000000004,0.0,0.015506505966186523
Carr,597,10,20,5,10.091199999999995,0.0,0.15697908401489258
Extensive,598,10,20,10,5.999999999999999,5.7999999999999945,0.10800004005432129
Peleg,598,10,20,10,6.999999999999991,0.0,0.013045072555541992
Carr,598,10,20,10,5.999999999999995,0.0,1.9529430866241455
Extensive,599,10,20,20,6.150000000000001,5.949999999999988,0.3039999008178711
Peleg,599,10,20,20,7.199999999999982,0.0,0.029065847396850586
Carr,599,10,20,20,7.994049999999981,0.0,31.474237203598022
Extensive,600,10,20,40,6.672362500000004,6.339487500000013,0.7910001277923584
Peleg,600,10,20,40,7.3657875000000335,0.0,0.05613851547241211
Carr,600,10,20,40,9.951300000000062,0.0,329.779443025589
Extensive,1501,30,3,5,24.800000000000004,24.800000000000004,0.020999908447265625
Peleg,1501,30,3,5,104.73662222222221,0.0,0.00099945068359375
Carr,1501,30,3,5,24.799999999999944,0.0,0.27728867530822754
Extensive,1502,30,3,10,24.800000000000008,24.800000000000008,0.009999990463256836
Peleg,1502,30,3,10,98.79173333333328,0.0,0.003999233245849609
Carr,1502,30,3,10,24.800000000000082,0.0,3.7612104415893555
Extensive,1503,30,3,20,27.04999999999997,27.04999999999997,0.009999990463256836
Peleg,1503,30,3,20,97.95409444444437,0.0,0.016999006271362305
Carr,1503,30,3,20,27.05000000000025,0.0,30.078065156936646
Extensive,1504,30,3,40,26.749999999999932,26.749999999999932,0.016000032424926758
Peleg,1504,30,3,40,101.29157500000001,0.0,0.07351422309875488
Carr,1504,30,3,40,26.74999999999955,0.0,2822.43438911438
Extensive,1505,30,3,5,24.6,24.6,0.023000001907348633
Peleg,1505,30,3,5,129.38053333333332,0.0,0.004002809524536133
Carr,1505,30,3,5,24.599999999999945,0.0,0.685819149017334
Extensive,1506,30,3,10,26.700000000000014,26.700000000000014,0.019999980926513672
Peleg,1506,30,3,10,98.79173333333328,0.0,0.006999492645263672
Carr,1506,30,3,10,26.70000000000011,0.0,8.343691349029541
Extensive,1507,30,3,20,26.099999999999973,24.9,0.04500007629394531
Peleg,1507,30,3,20,87.99266111111106,0.0,0.03751730918884277
Carr,1507,30,3,20,27.350000000000254,0.0,95.57907223701477
Extensive,1508,30,3,40,27.32499999999994,27.32499999999994,0.031000137329101562
Peleg,1508,30,3,40,77.97843472222223,0.0,0.10253190994262695
Carr,1508,30,3,40,27.324999999999516,0.0,1338.9730715751648
Extensive,1509,30,3,5,24.200000000000003,24.199999999999996,0.03699994087219238
Peleg,1509,30,3,5,61.60977777777779,0.0,0.0021219253540039062
Carr,1509,30,3,5,24.199999999999946,0.0,0.29947757720947266
Extensive,1510,30,3,10,26.100000000000012,26.100000000000012,0.10500001907348633
Peleg,1510,30,3,10,86.81697777777775,0.0,0.006002187728881836
Carr,1510,30,3,10,26.1000000000001,0.0,6.139939069747925
Extensive,1511,30,3,20,26.39999999999997,26.39999999999997,0.03800010681152344
Peleg,1511,30,3,20,102.93481111111102,0.0,0.033888816833496094
Carr,1511,30,3,20,26.40000000000024,0.0,99.46432781219482
Extensive,1512,30,3,40,27.32890138888883,25.99335208333333,0.07200002670288086
Peleg,1512,30,3,40,67.52771666666668,0.0,0.0917966365814209
Carr,1512,30,3,40,27.328901388888394,0.0,805.8490669727325
Extensive,1513,30,3,5,27.00000000000001,27.00000000000001,0.010999917984008789
Peleg,1513,30,3,5,55.44880000000001,0.0,0.001001119613647461
Carr,1513,30,3,5,26.999999999999936,0.0,0.11852669715881348
Extensive,1514,30,3,10,25.500000000000007,25.500000000000007,0.013000011444091797
Peleg,1514,30,3,10,62.86746666666669,0.0,0.00299835205078125
Carr,1514,30,3,10,25.500000000000092,0.0,1.3323307037353516
Extensive,1515,30,3,20,26.149999999999974,26.149999999999974,0.012000083923339844
Peleg,1515,30,3,20,122.85767777777762,0.0,0.027533531188964844
Carr,1515,30,3,20,26.150000000000237,0.0,52.779011726379395
Extensive,1516,30,3,40,26.699999999999935,25.57890138888886,0.03399991989135742
Peleg,1516,30,3,40,90.84085694444445,0.0,0.0835108757019043
Carr,1516,30,3,40,26.69999999999955,0.0,651.0352156162262
Extensive,1517,30,3,5,25.600000000000005,25.600000000000005,0.010000228881835938
Peleg,1517,30,3,5,49.28782222222223,0.0,0.0010001659393310547
Carr,1517,30,3,5,25.59999999999994,0.0,0.09050822257995605
Extensive,1518,30,3,10,26.600000000000012,26.600000000000012,0.010999917984008789
Peleg,1518,30,3,10,62.86746666666669,0.0,0.0029997825622558594
Carr,1518,30,3,10,26.600000000000108,0.0,1.5819644927978516
Extensive,1519,30,3,20,26.749999999999968,26.749999999999968,0.012000083923339844
Peleg,1519,30,3,20,99.61433333333325,0.0,0.018005847930908203
Carr,1519,30,3,20,26.750000000000245,0.0,39.10267686843872
Extensive,1520,30,3,40,26.02499999999994,26.02499999999994,0.014999866485595703
Peleg,1520,30,3,40,117.36960277777779,0.0,0.06950569152832031
Carr,1520,30,3,40,26.02499999999959,0.0,2421.397869825363
Extensive,1521,30,3,5,25.200000000000003,25.200000000000003,0.024000167846679688
Peleg,1521,30,3,5,55.44880000000001,0.0,0.002000570297241211
Carr,1521,30,3,5,25.199999999999942,0.0,0.12618017196655273
Extensive,1522,30,3,10,25.600000000000012,25.600000000000012,0.03099989891052246
Peleg,1522,30,3,10,77.8359111111111,0.0,0.008007287979125977
Carr,1522,30,3,10,25.600000000000094,0.0,4.038491249084473
Extensive,1523,30,3,20,26.79999999999996,26.79999999999996,0.02200007438659668
Peleg,1523,30,3,20,102.93481111111102,0.0,0.03900766372680664
Carr,1523,30,3,20,26.800000000000246,0.0,155.1325147151947
Extensive,1524,30,3,40,27.074999999999935,27.074999999999935,0.026000022888183594
Peleg,1524,30,3,40,77.17453333333334,0.0,0.10057568550109863
Carr,1524,30,3,40,27.07499999999953,0.0,1041.9319756031036
Extensive,1525,30,3,5,26.800000000000008,26.800000000000008,0.020999908447265625
Peleg,1525,30,3,5,55.44880000000001,0.0,0.002000570297241211
Carr,1525,30,3,5,26.799999999999937,0.0,0.3069946765899658
Extensive,1526,30,3,10,25.00000000000001,25.00000000000001,0.01699995994567871
Peleg,1526,30,3,10,74.84222222222222,0.0,0.005007505416870117
Carr,1526,30,3,10,25.000000000000085,0.0,4.685484409332275
Extensive,1527,30,3,20,27.14999999999997,27.14999999999997,0.029999971389770508
Peleg,1527,30,3,20,73.0505111111111,0.0,0.027137279510498047
Carr,1527,30,3,20,27.15000000000025,0.0,64.63506817817688
Extensive,1528,30,3,40,26.524999999999938,26.524999999999938,0.026000022888183594
Peleg,1528,30,3,40,111.74229305555556,0.0,0.15020060539245605
Carr,1528,30,3,40,26.52499999999956,0.0,2369.820118188858
Extensive,1529,30,3,5,24.800000000000004,24.800000000000004,0.026999950408935547
Peleg,1529,30,3,5,123.21955555555553,0.0,0.004000186920166016
Carr,1529,30,3,5,24.799999999999944,0.0,1.0391743183135986
Extensive,1530,30,3,10,25.500000000000014,25.500000000000014,0.023000001907348633
Peleg,1530,30,3,10,68.85484444444445,0.0,0.0050008296966552734
Carr,1530,30,3,10,25.500000000000092,0.0,3.9308555126190186
Extensive,1531,30,3,20,25.94999999999997,24.96023888888888,0.07599997520446777
Peleg,1531,30,3,20,79.69146666666664,0.0,0.04494953155517578
Carr,1531,30,3,20,29.260238888889145,0.0,75.97671842575073
Extensive,1532,30,3,40,26.449999999999942,26.449999999999942,0.026999950408935547
Peleg,1532,30,3,40,114.15399722222223,0.0,0.09912776947021484
Carr,1532,30,3,40,26.449999999999566,0.0,2102.4327104091644
Extensive,1533,30,3,5,27.16097777777778,26.000000000000004,0.03399991989135742
Peleg,1533,30,3,5,27.160977777777735,0.0,0.0029990673065185547
Carr,1533,30,3,5,26.19999999999994,0.0,0.3466825485229492
Extensive,1534,30,3,10,26.800000000000015,26.800000000000015,0.021999835968017578
Peleg,1534,30,3,10,95.7980444444444,0.0,0.010999917984008789
Carr,1534,30,3,10,26.80000000000011,0.0,6.9569923877716064
Extensive,1535,30,3,20,25.610238888888865,24.73333333333334,0.03500008583068848
Peleg,1535,30,3,20,96.29385555555548,0.0,0.04499077796936035
Carr,1535,30,3,20,25.610238888889093,0.0,81.70221590995789
Extensive,1536,30,3,40,27.74999999999993,27.74999999999993,0.042999982833862305
Peleg,1536,30,3,40,70.74332222222223,0.0,0.10826873779296875
Carr,1536,30,3,40,27.749999999999492,0.0,1344.9799060821533
Extensive,1537,30,3,5,21.000000000000004,21.0,0.034999847412109375
Peleg,1537,30,3,5,61.60977777777779,0.0,0.00400090217590332
Carr,1537,30,3,5,20.999999999999957,0.0,0.15588116645812988
Extensive,1538,30,3,10,26.30000000000001,26.30000000000001,0.017000198364257812
Peleg,1538,30,3,10,110.76648888888882,0.0,0.009007930755615234
Carr,1538,30,3,10,26.300000000000104,0.0,10.391101837158203
Extensive,1539,30,3,20,26.79999999999996,26.79999999999996,0.0279998779296875
Peleg,1539,30,3,20,106.25528888888878,0.0,0.04200005531311035
Carr,1539,30,3,20,26.800000000000246,0.0,116.76342511177063
Extensive,1540,30,3,40,26.499999999999936,26.499999999999936,0.03099989891052246
Peleg,1540,30,3,40,102.0954763888889,0.0,0.1264350414276123
Carr,1540,30,3,40,26.499999999999563,0.0,2297.4005150794983
Extensive,1541,30,3,5,27.60000000000001,26.6,0.029000043869018555
Peleg,1541,30,3,5,49.28782222222223,0.0,0.0020008087158203125
Carr,1541,30,3,5,26.999999999999936,0.0,0.16252589225769043
Extensive,1542,30,3,10,26.400000000000016,26.400000000000016,0.0279998779296875
Peleg,1542,30,3,10,89.81066666666663,0.0,0.010088443756103516
Carr,1542,30,3,10,26.400000000000105,0.0,4.713626146316528
Extensive,1543,30,3,20,26.949999999999967,26.949999999999967,0.039999961853027344
Peleg,1543,30,3,20,81.35170555555553,0.0,0.03300976753234863
Carr,1543,30,3,20,26.950000000000248,0.0,62.358567237854004
Extensive,1544,30,3,40,26.374999999999943,25.0851436111111,0.06500005722045898
Peleg,1544,30,3,40,86.01744861111112,0.0,0.1503901481628418
Carr,1544,30,3,40,28.10390138888835,0.0,1961.3789780139923
Extensive,1545,30,3,5,24.200000000000003,24.200000000000003,0.019999980926513672
Peleg,1545,30,3,5,92.41466666666666,0.0,0.002269744873046875
Carr,1545,30,3,5,24.199999999999946,0.0,0.6639330387115479
Extensive,1546,30,3,10,26.400000000000013,26.400000000000013,0.019999980926513672
Peleg,1546,30,3,10,83.82328888888887,0.0,0.00800776481628418
Carr,1546,30,3,10,26.400000000000105,0.0,6.584509372711182
Extensive,1547,30,3,20,26.699999999999967,26.699999999999967,0.017000198364257812
Peleg,1547,30,3,20,66.40955555555557,0.0,0.01889204978942871
Carr,1547,30,3,20,26.700000000000244,0.0,53.227763175964355
Extensive,1548,30,3,40,28.22499999999993,28.22499999999993,0.01900005340576172
Peleg,1548,30,3,40,57.076998611111115,0.0,0.035508155822753906
Carr,1548,30,3,40,28.224999999999465,0.0,611.4187772274017
Extensive,1549,30,3,5,25.800000000000004,25.2,0.026000022888183594
Peleg,1549,30,3,5,73.93173333333334,0.0,0.002000093460083008
Carr,1549,30,3,5,25.79999999999994,0.0,0.3864290714263916
Extensive,1550,30,3,10,25.20000000000001,25.20000000000001,0.01900005340576172
Peleg,1550,30,3,10,140.70337777777772,0.0,0.01199197769165039
Carr,1550,30,3,10,25.200000000000088,0.0,13.36013388633728
Extensive,1551,30,3,20,26.249999999999968,25.030119444444445,0.0409998893737793
Peleg,1551,30,3,20,89.65289999999995,0.0,0.02840709686279297
Carr,1551,30,3,20,26.250000000000238,0.0,89.37255477905273
Extensive,1552,30,3,40,26.99999999999994,26.99999999999994,0.0279998779296875
Peleg,1552,30,3,40,96.46816666666668,0.0,0.08041119575500488
Carr,1552,30,3,40,26.999999999999535,0.0,1617.5034947395325
Extensive,1553,30,3,5,25.400000000000006,25.400000000000006,0.0279998779296875
Peleg,1553,30,3,5,55.44880000000001,0.0,0.002000093460083008
Carr,1553,30,3,5,25.39999999999994,0.0,0.32360076904296875
Extensive,1554,30,3,10,26.400000000000013,26.4,0.03500008583068848
Peleg,1554,30,3,10,62.86746666666669,0.0,0.004990577697753906
Carr,1554,30,3,10,26.400000000000105,0.0,3.7284064292907715
Extensive,1555,30,3,20,26.14999999999997,24.874999999999968,0.03099989891052246
Peleg,1555,30,3,20,76.37098888888887,0.0,0.027010202407836914
Carr,1555,30,3,20,26.150000000000237,0.0,67.64375829696655
Extensive,1556,30,3,40,26.62499999999994,25.925000000000004,0.0409998893737793
Peleg,1556,30,3,40,96.46816666666668,0.0,0.10512351989746094
Carr,1556,30,3,40,26.624999999999556,0.0,1867.735741853714
Extensive,1557,30,3,5,26.16097777777778,26.160977777777763,0.026000022888183594
Peleg,1557,30,3,5,36.96586666666667,0.0,0.001999378204345703
Carr,1557,30,3,5,26.160977777777738,0.0,0.11976385116577148
Extensive,1558,30,3,10,26.700000000000017,26.700000000000017,0.017999887466430664
Peleg,1558,30,3,10,89.81066666666663,0.0,0.010107278823852539
Carr,1558,30,3,10,26.70000000000011,0.0,3.8933265209198
Extensive,1559,30,3,20,26.79999999999997,26.79999999999997,0.029000043869018555
Peleg,1559,30,3,20,101.27457222222213,0.0,0.03499412536621094
Carr,1559,30,3,20,26.800000000000246,0.0,110.33499717712402
Extensive,1560,30,3,40,26.424999999999937,25.225000000000005,0.03500008583068848
Peleg,1560,30,3,40,106.11498333333334,0.0,0.1700589656829834
Carr,1560,30,3,40,26.253901388888455,0.0,2389.3726394176483
Extensive,1561,30,5,5,25.400000000000002,24.183733333333333,0.02700018882751465
Peleg,1561,30,5,5,47.18613333333334,0.0,0.005095720291137695
Carr,1561,30,5,5,25.39999999999994,0.0,0.4184231758117676
Extensive,1562,30,5,10,25.13013333333334,24.565066666666677,0.05200004577636719
Peleg,1562,30,5,10,51.57119999999998,0.0,0.007014751434326172
Carr,1562,30,5,10,25.130133333333383,0.0,3.161363363265991
Extensive,1563,30,5,20,27.249999999999968,27.249999999999968,0.04799985885620117
Peleg,1563,30,5,20,57.3660333333333,0.0,0.022000551223754883
Carr,1563,30,5,20,27.250000000000252,0.0,52.5361762046814
Extensive,1564,30,5,40,26.727993518518456,25.497006481481456,0.051000118255615234
Peleg,1564,30,5,40,64.75744259259247,0.0,0.11989903450012207
Carr,1564,30,5,40,26.72799351851811,0.0,1206.6839866638184
Extensive,1565,30,5,5,24.400000000000002,24.4,0.046000003814697266
Peleg,1565,30,5,5,87.73973333333332,0.0,0.0050547122955322266
Carr,1565,30,5,5,24.399999999999945,0.0,0.9312295913696289
Extensive,1566,30,5,10,24.600000000000012,23.500000000000007,0.05299997329711914
Peleg,1566,30,5,10,100.27733333333327,0.0,0.012396574020385742
Carr,1566,30,5,10,24.60000000000008,0.0,12.720094203948975
Extensive,1567,30,5,20,27.09999999999997,25.75346666666666,0.031000137329101562
Peleg,1567,30,5,20,60.46689999999996,0.0,0.02711009979248047
Carr,1567,30,5,20,27.10000000000025,0.0,53.43546271324158
Extensive,1568,30,5,40,26.54999999999994,26.11249999999998,0.05299997329711914
Peleg,1568,30,5,40,71.53438425925917,0.0,0.13332533836364746
Carr,1568,30,5,40,28.377993518518018,0.0,1427.52543759346
Extensive,1569,30,5,5,23.800000000000004,22.800000000000004,0.032000064849853516
Peleg,1569,30,5,5,159.02826666666664,0.0,0.006999015808105469
Carr,1569,30,5,5,24.199999999999946,0.0,2.4720067977905273
Extensive,1570,30,5,10,26.300000000000015,25.900000000000002,0.04999995231628418
Peleg,1570,30,5,10,88.81706666666662,0.0,0.012005805969238281
Carr,1570,30,5,10,26.900000000000112,0.0,8.968271255493164
Extensive,1571,30,5,20,26.449999999999967,25.47499999999998,0.04999995231628418
Peleg,1571,30,5,20,89.92513333333325,0.0,0.0419921875
Carr,1571,30,5,20,26.45000000000024,0.0,128.06131529808044
Extensive,1572,30,5,40,27.474999999999937,26.272006481481522,0.04799985885620117
Peleg,1572,30,5,40,67.01642314814804,0.0,0.0859980583190918
Carr,1572,30,5,40,27.77499999999949,0.0,1594.7219862937927
Extensive,1573,30,5,5,24.600000000000005,23.4,0.03099989891052246
Peleg,1573,30,5,5,56.66986666666673,0.0,0.005004405975341797
Carr,1573,30,5,5,26.599999999999937,0.0,0.848273754119873
